"","unique","Team","Position","Name","Projected","Points","Starter","Week","Largest","SecLargest","BadDecision"
"1819","Team 8K7","Team 8","K","Ryan Succop",7.7,9,"Yes","7",9,9,0
"1820","Team 8K8","Team 8","K","Ryan Succop",8,15,"Yes","8",15,15,0
"1821","Team 8K9","Team 8","K","Ryan Succop",8.7,4,"Yes","9",4,4,0
"1822","Team 8QB1","Team 8","QB","Matthew Stafford",15.9,16.18,"Yes","1",16.18,16.18,0
"1823","Team 8QB10","Team 8","QB","Matthew Stafford",17.2,23.04,"Yes","10",23.04,19.04,0
"1824","Team 8QB10","Team 8","QB","Teddy Bridgewater",15.8,19.04,"No","10",23.04,19.04,1
"1825","Team 8QB11","Team 8","QB","Matthew Stafford",18,7.62,"Yes","11",7.62,0,0
"1826","Team 8QB11","Team 8","QB","Teddy Bridgewater",0,0,"No","11",7.62,0,1
"1827","Team 8QB12","Team 8","QB","Matthew Stafford",18.6,16.1,"Yes","12",16.1,13.88,0
"1828","Team 8QB12","Team 8","QB","Teddy Bridgewater",16,13.88,"No","12",16.1,13.88,1
"1829","Team 8QB13","Team 8","QB","Mitchell Trubisky",18,13.28,"Yes","13",26.08,13.28,1
"1830","Team 8QB13","Team 8","QB","Matthew Stafford",14.7,26.08,"No","13",26.08,13.28,0
"1831","Team 8QB14","Team 8","QB","Matthew Stafford",16.8,14.36,"Yes","14",24.98,14.36,1
"1832","Team 8QB14","Team 8","QB","Mitchell Trubisky",18.2,24.98,"No","14",24.98,14.36,0
"1833","Team 8QB2","Team 8","QB","Matthew Stafford",17.8,16.16,"Yes","2",16.16,16.16,0
"1834","Team 8QB3","Team 8","QB","Matthew Stafford",17.8,18.5,"Yes","3",18.5,18.5,0
"1835","Team 8QB4","Team 8","QB","Matthew Stafford",17.9,22.34,"Yes","4",22.34,22.34,0
"1836","Team 8QB5","Team 8","QB","Teddy Bridgewater",17.4,20.82,"Yes","5",20.82,0,0
"1837","Team 8QB5","Team 8","QB","Matthew Stafford",0,0,"No","5",20.82,0,1
"1838","Team 8QB6","Team 8","QB","Matthew Stafford",19.8,12.32,"Yes","6",12.32,9.44,0
"1839","Team 8QB6","Team 8","QB","Teddy Bridgewater",14.5,9.44,"No","6",12.32,9.44,1
"1840","Team 8QB7","Team 8","QB","Matthew Stafford",19.2,18.4,"Yes","7",19.16,18.4,1
"1841","Team 8QB7","Team 8","QB","Teddy Bridgewater",16.6,19.16,"No","7",19.16,18.4,0
"1842","Team 8QB8","Team 8","QB","Teddy Bridgewater",17.5,12.04,"Yes","8",22.44,12.04,1
"1843","Team 8QB8","Team 8","QB","Matthew Stafford",15,22.44,"No","8",22.44,12.04,0
"1844","Team 8QB9","Team 8","QB","Teddy Bridgewater",15.5,28.3,"Yes","9",28.3,8.44,0
"1845","Team 8QB9","Team 8","QB","Matthew Stafford",18.1,8.44,"No","9",28.3,8.44,1
"1846","Team 8RB1","Team 8","RB","Clyde Edwards-Helaire",15.3,19.8,"Yes","1",35.9,19.8,0
"1847","Team 8RB1","Team 8","RB","Josh Jacobs",18.2,35.9,"Yes","1",35.9,19.8,0
"1848","Team 8RB1","Team 8","RB","D'Andre Swift",7.6,11.3,"No","1",35.9,19.8,1
"1849","Team 8RB1","Team 8","RB","J.K. Dobbins",8.3,14.2,"No","1",35.9,19.8,1
"1850","Team 8RB1","Team 8","RB","Jonathan Taylor",10.7,14.9,"No","1",35.9,19.8,1
"1851","Team 8RB1","Team 8","RB","Marlon Mack",10.8,8.6,"No","1",35.9,19.8,1
"1852","Team 8RB10","Team 8","RB","D'Andre Swift",14.9,25.9,"Yes","10",29.6,25.9,0
"1853","Team 8RB10","Team 8","RB","Jonathan Taylor",11.8,5.7,"No","10",29.6,25.9,1
"1854","Team 8RB10","Team 8","RB","J.K. Dobbins",9.5,2.4,"No","10",29.6,25.9,1
"1855","Team 8RB10","Team 8","RB","Clyde Edwards-Helaire",0,0,"No","10",29.6,25.9,1
"1856","Team 8RB10","Team 8","RB","Joshua Kelley",9.7,2.1,"Yes","10",29.6,25.9,1
"1857","Team 8RB10","Team 8","RB","Josh Jacobs",16.2,29.6,"Yes","10",29.6,25.9,0
"1858","Team 8RB11","Team 8","RB","Clyde Edwards-Helaire",14.5,20.7,"Yes","11",20.7,18.5,0
"1859","Team 8RB11","Team 8","RB","D'Andre Swift",0,0,"No","11",20.7,18.5,1
"1860","Team 8RB11","Team 8","RB","J.K. Dobbins",8.3,18.5,"No","11",20.7,18.5,0
"1861","Team 8RB11","Team 8","RB","Kalen Ballage",14.1,14.1,"Yes","11",20.7,18.5,1
"1862","Team 8RB11","Team 8","RB","Josh Jacobs",15.8,13.4,"Yes","11",20.7,18.5,1
"1863","Team 8RB11","Team 8","RB","Jonathan Taylor",9.6,15.4,"No","11",20.7,18.5,1
"1864","Team 8RB12","Team 8","RB","Brian Hill",13.5,5.5,"Yes","12",12.3,5.5,0
"1865","Team 8RB12","Team 8","RB","D'Andre Swift",0,0,"No","12",12.3,5.5,1
"1866","Team 8RB12","Team 8","RB","Clyde Edwards-Helaire",13,4.9,"Yes","12",12.3,5.5,1
"1867","Team 8RB12","Team 8","RB","Benny Snell Jr.",11.9,12.3,"No","12",12.3,5.5,0
"1868","Team 8RB12","Team 8","RB","Jonathan Taylor",0,0,"No","12",12.3,5.5,1
"1869","Team 8RB12","Team 8","RB","Josh Jacobs",17.3,5.4,"Yes","12",12.3,5.5,1
"1870","Team 8RB13","Team 8","RB","Benny Snell Jr.",12.6,3,"Yes","13",22.5,3,0
"1871","Team 8RB13","Team 8","RB","D'Andre Swift",0,0,"No","13",22.5,3,1
"1872","Team 8RB13","Team 8","RB","Jonathan Taylor",13.4,22.5,"Yes","13",22.5,3,0
"1873","Team 8RB13","Team 8","RB","Clyde Edwards-Helaire",14.4,0,"Yes","13",22.5,3,1
"1874","Team 8RB13","Team 8","RB","Jalen Richard",7.1,2.7,"No","13",22.5,3,1
"1875","Team 8RB13","Team 8","RB","Josh Jacobs",0,0,"No","13",22.5,3,1
"1876","Team 8RB14","Team 8","RB","Jonathan Taylor",13.6,30.5,"Yes","14",30.5,15,0
"1877","Team 8RB14","Team 8","RB","D'Andre Swift",13.9,15,"Yes","14",30.5,15,0
"1878","Team 8RB14","Team 8","RB","Clyde Edwards-Helaire",12.6,14.1,"No","14",30.5,15,1
"1879","Team 8RB14","Team 8","RB","Josh Jacobs",14.7,10.4,"No","14",30.5,15,1
"1880","Team 8RB14","Team 8","RB","Jalen Richard",2.4,8.1,"No","14",30.5,15,1
"1881","Team 8RB2","Team 8","RB","Clyde Edwards-Helaire",16.5,13,"Yes","2",19,13.5,1
"1882","Team 8RB2","Team 8","RB","Josh Jacobs",16.2,13.5,"Yes","2",19,13.5,0
"1883","Team 8RB2","Team 8","RB","D'Andre Swift",9.2,12.2,"No","2",19,13.5,1
"1884","Team 8RB2","Team 8","RB","J.K. Dobbins",7.5,7.1,"No","2",19,13.5,1
"1885","Team 8RB2","Team 8","RB","Jonathan Taylor",15.5,19,"Yes","2",19,13.5,0
"1886","Team 8RB3","Team 8","RB","Clyde Edwards-Helaire",14.7,18.4,"Yes","3",18.4,13.2,0
"1887","Team 8RB3","Team 8","RB","Josh Jacobs",17.8,9.3,"Yes","3",18.4,13.2,1
"1888","Team 8RB3","Team 8","RB","J.K. Dobbins",7.6,8.4,"No","3",18.4,13.2,1
"1889","Team 8RB3","Team 8","RB","Jonathan Taylor",17.7,13.2,"Yes","3",18.4,13.2,0
"1890","Team 8RB3","Team 8","RB","D'Andre Swift",10.2,2.9,"No","3",18.4,13.2,1
"1891","Team 8RB4","Team 8","RB","Clyde Edwards-Helaire",18.6,12.1,"Yes","4",15.2,12.1,0
"1892","Team 8RB4","Team 8","RB","Josh Jacobs",18.8,10.3,"Yes","4",15.2,12.1,1
"1893","Team 8RB4","Team 8","RB","D'Andre Swift",8,15.2,"No","4",15.2,12.1,0
"1894","Team 8RB4","Team 8","RB","J.K. Dobbins",6.6,2.7,"No","4",15.2,12.1,1
"1895","Team 8RB4","Team 8","RB","Jonathan Taylor",15,8.9,"Yes","4",15.2,12.1,1
"1896","Team 8RB5","Team 8","RB","Clyde Edwards-Helaire",19.8,11,"Yes","5",22.5,15.4,1
"1897","Team 8RB5","Team 8","RB","D'Andre Swift",0,0,"No","5",22.5,15.4,1
"1898","Team 8RB5","Team 8","RB","J.K. Dobbins",7.3,8.5,"No","5",22.5,15.4,1
"1899","Team 8RB5","Team 8","RB","Jonathan Taylor",14.4,15.4,"Yes","5",22.5,15.4,0
"1900","Team 8RB5","Team 8","RB","Josh Jacobs",17.5,22.5,"Yes","5",22.5,15.4,0
"1901","Team 8RB6","Team 8","RB","Clyde Edwards-Helaire",18,20.9,"Yes","6",27.3,20.9,0
"1902","Team 8RB6","Team 8","RB","Jonathan Taylor",14.4,15.5,"Yes","6",27.3,20.9,1
"1903","Team 8RB6","Team 8","RB","J.K. Dobbins",7.1,4.9,"No","6",27.3,20.9,1
"1904","Team 8RB6","Team 8","RB","Josh Jacobs",0,0,"No","6",27.3,20.9,1
"1905","Team 8RB6","Team 8","RB","D'Andre Swift",10.1,27.3,"No","6",27.3,20.9,0
"1906","Team 8RB7","Team 8","RB","Clyde Edwards-Helaire",14.5,13.3,"Yes","7",14.8,13.3,0
"1907","Team 8RB7","Team 8","RB","Jonathan Taylor",0,0,"No","7",14.8,13.3,1
"1908","Team 8RB7","Team 8","RB","J.K. Dobbins",0,0,"No","7",14.8,13.3,1
"1909","Team 8RB7","Team 8","RB","D'Andre Swift",13.2,14.8,"Yes","7",14.8,13.3,0
"1910","Team 8RB7","Team 8","RB","Josh Jacobs",16.3,6.1,"Yes","7",14.8,13.3,1
"1911","Team 8RB8","Team 8","RB","Clyde Edwards-Helaire",15.5,6.1,"Yes","8",13.1,12.9,1
"1912","Team 8RB8","Team 8","RB","Josh Jacobs",18,12.9,"Yes","8",13.1,12.9,0
"1913","Team 8RB8","Team 8","RB","J.K. Dobbins",9.8,13.1,"No","8",13.1,12.9,0
"1914","Team 8RB8","Team 8","RB","D'Andre Swift",12.5,5.3,"No","8",13.1,12.9,1
"1915","Team 8RB8","Team 8","RB","Jonathan Taylor",14.9,5.1,"Yes","8",13.1,12.9,1
"1916","Team 8RB9","Team 8","RB","Clyde Edwards-Helaire",14.3,12.4,"Yes","9",13.8,12.7,1
"1917","Team 8RB9","Team 8","RB","Josh Jacobs",17.6,13.8,"Yes","9",13.8,12.7,0
"1918","Team 8RB9","Team 8","RB","J.K. Dobbins",10.1,5.5,"No","9",13.8,12.7,1
"1919","Team 8RB9","Team 8","RB","D'Andre Swift",13.8,12.7,"Yes","9",13.8,12.7,0
"1920","Team 8RB9","Team 8","RB","Jonathan Taylor",12.8,9.4,"No","9",13.8,12.7,1
"1921","Team 8TE1","Team 8","TE","Evan Engram",11.7,2.9,"Yes","1",2.9,2.9,0
"1922","Team 8TE10","Team 8","TE","Rob Gronkowski",10.2,13.1,"No","10",13.1,3.5,0
"1923","Team 8TE10","Team 8","TE","Evan Engram",10.7,3.5,"Yes","10",13.1,3.5,1
"1924","Team 8TE11","Team 8","TE","Evan Engram",0,0,"No","11",4.5,0,1
"1925","Team 8TE11","Team 8","TE","Rob Gronkowski",9.8,4.5,"Yes","11",4.5,0,0
"1926","Team 8TE12","Team 8","TE","Evan Engram",9.3,16.9,"No","12",16.9,16.6,0
"1927","Team 8TE12","Team 8","TE","Rob Gronkowski",8.8,16.6,"Yes","12",16.9,16.6,1
"1928","Team 8TE13","Team 8","TE","Evan Engram",10.9,7.2,"Yes","13",7.2,0,0
"1929","Team 8TE13","Team 8","TE","Rob Gronkowski",0,0,"No","13",7.2,0,1
"1930","Team 8TE14","Team 8","TE","Evan Engram",9.9,3.8,"Yes","14",7.2,3.8,1
"1931","Team 8TE14","Team 8","TE","Rob Gronkowski",10.3,7.2,"No","14",7.2,3.8,0
"1932","Team 8TE2","Team 8","TE","Evan Engram",9.9,12.5,"Yes","2",12.5,12.5,0
"1933","Team 8TE3","Team 8","TE","Evan Engram",11.2,5.2,"Yes","3",5.2,5.2,0
"1934","Team 8TE4","Team 8","TE","Evan Engram",10.8,9.5,"Yes","4",9.5,9.5,0
"1935","Team 8TE5","Team 8","TE","Evan Engram",11.4,9.5,"Yes","5",9.5,9.5,0
"1936","Team 8TE6","Team 8","TE","Evan Engram",9.7,5,"Yes","6",5,5,0
"1937","Team 8TE7","Team 8","TE","Evan Engram",9.4,10.9,"Yes","7",10.9,10.9,0
"1938","Team 8TE8","Team 8","TE","Evan Engram",9.9,12,"No","8",14.1,12,1
"1939","Team 8TE8","Team 8","TE","Rob Gronkowski",12.8,14.1,"Yes","8",14.1,12,0
"1940","Team 8TE9","Team 8","TE","Evan Engram",10.9,15.8,"No","9",15.8,1.2,0
"1941","Team 8TE9","Team 8","TE","Rob Gronkowski",10.8,1.2,"Yes","9",15.8,1.2,1
"1942","Team 8WR1","Team 8","WR","Christian Kirk",10.8,1,"Yes","1",24.9,19.2,1
"1943","Team 8WR1","Team 8","WR","Will Fuller V",13.5,19.2,"No","1",24.9,19.2,0
"1944","Team 8WR1","Team 8","WR","Kenny Golladay",0,0,"No","1",24.9,19.2,1
"1945","Team 8WR1","Team 8","WR","Odell Beckham Jr.",14,5.2,"Yes","1",24.9,19.2,1
"1946","Team 8WR1","Team 8","WR","JuJu Smith-Schuster",14.6,24.9,"Yes","1",24.9,19.2,0
"1947","Team 8WR1","Team 8","WR","Mecole Hardman",7.2,1.6,"No","1",24.9,19.2,1
"1948","Team 8WR10","Team 8","WR","JuJu Smith-Schuster",12.6,22.7,"Yes","10",22.7,8.8,0
"1949","Team 8WR10","Team 8","WR","Will Fuller V",13.6,8.8,"Yes","10",22.7,8.8,0
"1950","Team 8WR10","Team 8","WR","Christian Kirk",11.8,6.7,"No","10",22.7,8.8,1
"1951","Team 8WR10","Team 8","WR","Kenny Golladay",0,0,"No","10",22.7,8.8,1
"1952","Team 8WR11","Team 8","WR","Will Fuller V",14.5,14,"Yes","11",14,9,0
"1953","Team 8WR11","Team 8","WR","Kenny Golladay",0,0,"No","11",14,9,1
"1954","Team 8WR11","Team 8","WR","JuJu Smith-Schuster",16.5,5.9,"Yes","11",14,9,1
"1955","Team 8WR11","Team 8","WR","Christian Kirk",12.5,9,"No","11",14,9,0
"1956","Team 8WR12","Team 8","WR","Will Fuller V",15.7,35.1,"Yes","12",35.1,17.7,0
"1957","Team 8WR12","Team 8","WR","Kenny Golladay",0,0,"No","12",35.1,17.7,1
"1958","Team 8WR12","Team 8","WR","Christian Kirk",10.4,4.9,"No","12",35.1,17.7,1
"1959","Team 8WR12","Team 8","WR","JuJu Smith-Schuster",14.1,17.7,"Yes","12",35.1,17.7,0
"1960","Team 8WR13","Team 8","WR","KJ Hamler",11.5,4.9,"Yes","13",9.8,4.9,0
"1961","Team 8WR13","Team 8","WR","Christian Kirk",9.5,1.2,"No","13",9.8,4.9,1
"1962","Team 8WR13","Team 8","WR","Kenny Golladay",0,0,"No","13",9.8,4.9,1
"1963","Team 8WR13","Team 8","WR","JuJu Smith-Schuster",14,9.8,"Yes","13",9.8,4.9,0
"1964","Team 8WR14","Team 8","WR","KJ Hamler",8.8,22.6,"Yes","14",22.6,21,0
"1965","Team 8WR14","Team 8","WR","JuJu Smith-Schuster",14.7,17.5,"Yes","14",22.6,21,1
"1966","Team 8WR14","Team 8","WR","Christian Kirk",8.4,4.4,"No","14",22.6,21,1
"1967","Team 8WR14","Team 8","WR","Kenny Golladay",0,0,"No","14",22.6,21,1
"1968","Team 8WR14","Team 8","WR","Nelson Agholor",11.1,21,"Yes","14",22.6,21,0
"1969","Team 8WR2","Team 8","WR","Kenny Golladay",0,0,"No","2",17.4,11.8,1
"1970","Team 8WR2","Team 8","WR","JuJu Smith-Schuster",13.7,11.8,"Yes","2",17.4,11.8,0
"1971","Team 8WR2","Team 8","WR","Will Fuller V",13.2,0,"Yes","2",17.4,11.8,1
"1972","Team 8WR2","Team 8","WR","Mecole Hardman",3.6,7.3,"No","2",17.4,11.8,1
"1973","Team 8WR2","Team 8","WR","Odell Beckham Jr.",13.3,17.4,"No","2",17.4,11.8,0
"1974","Team 8WR2","Team 8","WR","Christian Kirk",10.6,8,"No","2",17.4,11.8,1
"1975","Team 8WR3","Team 8","WR","Kenny Golladay",13.1,17.7,"Yes","3",18.1,17.7,0
"1976","Team 8WR3","Team 8","WR","Odell Beckham Jr.",13.1,9.9,"No","3",18.1,17.7,1
"1977","Team 8WR3","Team 8","WR","Will Fuller V",13.1,15.4,"No","3",18.1,17.7,1
"1978","Team 8WR3","Team 8","WR","JuJu Smith-Schuster",15,16.3,"Yes","3",18.1,17.7,1
"1979","Team 8WR3","Team 8","WR","Mecole Hardman",5.6,18.1,"No","3",18.1,17.7,0
"1980","Team 8WR3","Team 8","WR","DeSean Jackson",11.4,3.1,"No","3",18.1,17.7,1
"1981","Team 8WR3","Team 8","WR","Christian Kirk",0,0,"No","3",18.1,17.7,1
"1982","Team 8WR4","Team 8","WR","JuJu Smith-Schuster",0,0,"No","4",38.4,22.8,1
"1983","Team 8WR4","Team 8","WR","Kenny Golladay",14.5,16.2,"Yes","4",38.4,22.8,1
"1984","Team 8WR4","Team 8","WR","Will Fuller V",13.8,22.8,"Yes","4",38.4,22.8,0
"1985","Team 8WR4","Team 8","WR","Mecole Hardman",7.8,12.7,"No","4",38.4,22.8,1
"1986","Team 8WR4","Team 8","WR","Odell Beckham Jr.",13.9,38.4,"No","4",38.4,22.8,0
"1987","Team 8WR4","Team 8","WR","DeSean Jackson",0,0,"No","4",38.4,22.8,1
"1988","Team 8WR4","Team 8","WR","Christian Kirk",9.8,10.9,"No","4",38.4,22.8,1
"1989","Team 8WR5","Team 8","WR","Kenny Golladay",0,0,"No","5",15.8,12.8,1
"1990","Team 8WR5","Team 8","WR","Will Fuller V",14.8,15.8,"Yes","5",15.8,12.8,0
"1991","Team 8WR5","Team 8","WR","Mecole Hardman",8.6,7,"No","5",15.8,12.8,1
"1992","Team 8WR5","Team 8","WR","Odell Beckham Jr.",14,11.42,"No","5",15.8,12.8,1
"1993","Team 8WR5","Team 8","WR","JuJu Smith-Schuster",13.9,6.8,"Yes","5",15.8,12.8,1
"1994","Team 8WR5","Team 8","WR","Christian Kirk",9.5,12.8,"No","5",15.8,12.8,0
"1995","Team 8WR6","Team 8","WR","JuJu Smith-Schuster",14.6,2.6,"Yes","6",24.3,22.6,1
"1996","Team 8WR6","Team 8","WR","Odell Beckham Jr.",15.3,4.5,"Yes","6",24.3,22.6,1
"1997","Team 8WR6","Team 8","WR","Mecole Hardman",10.2,0,"No","6",24.3,22.6,1
"1998","Team 8WR6","Team 8","WR","Kenny Golladay",14.9,14.5,"Yes","6",24.3,22.6,1
"1999","Team 8WR6","Team 8","WR","Will Fuller V",15.1,24.3,"No","6",24.3,22.6,0
"2000","Team 8WR6","Team 8","WR","Christian Kirk",9.9,22.6,"No","6",24.3,22.6,0
"2001","Team 8WR7","Team 8","WR","JuJu Smith-Schuster",11.9,17.5,"No","7",20.7,17.5,0
"2002","Team 8WR7","Team 8","WR","Will Fuller V",14.3,12.5,"Yes","7",20.7,17.5,1
"2003","Team 8WR7","Team 8","WR","Mecole Hardman",8.3,9,"No","7",20.7,17.5,1
"2004","Team 8WR7","Team 8","WR","Odell Beckham Jr.",13.3,0,"No","7",20.7,17.5,1
"2005","Team 8WR7","Team 8","WR","Kenny Golladay",16,17.4,"Yes","7",20.7,17.5,1
"2006","Team 8WR7","Team 8","WR","Christian Kirk",9.4,20.7,"No","7",20.7,17.5,0
"2007","Team 8WR8","Team 8","WR","Kenny Golladay",13.9,0,"Yes","8",22.6,13.7,1
"2008","Team 8WR8","Team 8","WR","JuJu Smith-Schuster",12.1,13.7,"Yes","8",22.6,13.7,0
"2009","Team 8WR8","Team 8","WR","Mecole Hardman",6.9,22.6,"No","8",22.6,13.7,0
"2010","Team 8WR8","Team 8","WR","Will Fuller V",0,0,"No","8",22.6,13.7,1
"2011","Team 8WR8","Team 8","WR","Christian Kirk",0,0,"No","8",22.6,13.7,1
"2012","Team 8WR9","Team 8","WR","Kenny Golladay",0,0,"No","9",23.3,21.3,1
"2013","Team 8WR9","Team 8","WR","JuJu Smith-Schuster",13,21.3,"Yes","9",23.3,21.3,0
"2014","Team 8WR9","Team 8","WR","Will Fuller V",13.9,21,"Yes","9",23.3,21.3,1
"2015","Team 8WR9","Team 8","WR","Mecole Hardman",10.7,7.8,"No","9",23.3,21.3,1
"2016","Team 8WR9","Team 8","WR","Christian Kirk",9.2,23.3,"No","9",23.3,21.3,0
"2017","Team 9D/ST1","Team 9","D/ST","Patriots D/ST",7.4,12,"Yes","1",12,12,0
"2018","Team 9D/ST10","Team 9","D/ST","Rams D/ST",4.8,13,"No","10",15,13,1
"2019","Team 9D/ST10","Team 9","D/ST","Saints D/ST",6.4,15,"Yes","10",15,13,0
"2020","Team 9D/ST11","Team 9","D/ST","Washington D/ST",6,13,"Yes","11",13,13,0
"2021","Team 9D/ST12","Team 9","D/ST","Packers D/ST",7,14,"No","12",17,14,1
"2022","Team 9D/ST12","Team 9","D/ST","Washington D/ST",7,17,"Yes","12",17,14,0
"2023","Team 9D/ST13","Team 9","D/ST","Packers D/ST",7.5,12,"Yes","13",12,12,0
"2024","Team 9D/ST14","Team 9","D/ST","Washington D/ST",6.6,23,"Yes","14",23,23,0
"2025","Team 9D/ST2","Team 9","D/ST","Patriots D/ST",5.6,4,"Yes","2",5,4,1
"2026","Team 9D/ST2","Team 9","D/ST","Rams D/ST",4.6,5,"No","2",5,4,0
"2027","Team 9D/ST3","Team 9","D/ST","Rams D/ST",6.2,4,"No","3",13,4,1
"2028","Team 9D/ST3","Team 9","D/ST","Patriots D/ST",6.2,13,"Yes","3",13,4,0
"2029","Team 9D/ST4","Team 9","D/ST","Patriots D/ST",3,3,"No","4",12,3,1
"2030","Team 9D/ST4","Team 9","D/ST","Rams D/ST",7.7,12,"Yes","4",12,3,0
"2031","Team 9D/ST5","Team 9","D/ST","Patriots D/ST",0,0,"No","5",14,0,1
"2032","Team 9D/ST5","Team 9","D/ST","Rams D/ST",7.2,14,"Yes","5",14,0,0
"2033","Team 9D/ST6","Team 9","D/ST","Rams D/ST",6.2,-1,"Yes","6",8,-1,1
"2034","Team 9D/ST6","Team 9","D/ST","Patriots D/ST",6.3,8,"No","6",8,-1,0
"2035","Team 9D/ST7","Team 9","D/ST","Patriots D/ST",6.2,1,"No","7",14,1,1
"2036","Team 9D/ST7","Team 9","D/ST","Rams D/ST",6.5,14,"Yes","7",14,1,0
"2037","Team 9D/ST8","Team 9","D/ST","Rams D/ST",7,8,"Yes","8",8,8,0
"2038","Team 9D/ST9","Team 9","D/ST","Washington D/ST",7.4,4,"Yes","9",4,0,0
"2039","Team 9D/ST9","Team 9","D/ST","Rams D/ST",0,0,"No","9",4,0,1
"2040","Team 9K1","Team 9","K","Robbie Gould",7.9,10,"Yes","1",10,10,0
"2041","Team 9K10","Team 9","K","Brandon McManus",8.8,8,"Yes","10",8,0,0
"2042","Team 9K10","Team 9","K","Younghoe Koo",0,0,"No","10",8,0,1
"2043","Team 9K11","Team 9","K","Younghoe Koo",8.3,13,"Yes","11",13,13,0
"2044","Team 9K12","Team 9","K","Younghoe Koo",9.5,21,"Yes","12",21,21,0
"2045","Team 9K13","Team 9","K","Younghoe Koo",9.3,12,"Yes","13",12,12,0
"2046","Team 9K14","Team 9","K","Younghoe Koo",8.3,6,"Yes","14",6,6,0
"2047","Team 9K2","Team 9","K","Robbie Gould",7.8,8,"Yes","2",8,8,0
"2048","Team 9K3","Team 9","K","Robbie Gould",7.4,13,"Yes","3",13,13,0
"2049","Team 9K4","Team 9","K","Robbie Gould",8.4,2,"Yes","4",2,2,0
"2050","Team 9K5","Team 9","K","Robbie Gould",8.4,5,"Yes","5",5,5,0
"2051","Team 9K6","Team 9","K","Younghoe Koo",8.6,20,"Yes","6",20,20,0
"2052","Team 9K7","Team 9","K","Younghoe Koo",9,2,"Yes","7",2,2,0
"2053","Team 9K8","Team 9","K","Younghoe Koo",8.4,13,"Yes","8",13,13,0
"2054","Team 9K9","Team 9","K","Younghoe Koo",9.2,12,"Yes","9",12,12,0
"2055","Team 9QB1","Team 9","QB","Kyler Murray",18,26.3,"Yes","1",26.3,20.82,0
"2056","Team 9QB1","Team 9","QB","Gardner Minshew II",15.5,20.82,"No","1",26.3,20.82,1
"2057","Team 9QB10","Team 9","QB","Kyler Murray",24.9,29.9,"Yes","10",29.9,20.48,0
"2058","Team 9QB10","Team 9","QB","Justin Herbert",21,20.48,"No","10",29.9,20.48,1
"2059","Team 9QB11","Team 9","QB","Kyler Murray",26.2,20.26,"Yes","11",27.74,20.26,1
"2060","Team 9QB11","Team 9","QB","Justin Herbert",21.7,27.74,"No","11",27.74,20.26,0
"2061","Team 9QB12","Team 9","QB","Kyler Murray",23.6,7.9,"Yes","12",16.44,7.9,1
"2062","Team 9QB12","Team 9","QB","Justin Herbert",22.6,16.44,"No","12",16.44,7.9,0
"2063","Team 9QB13","Team 9","QB","Justin Herbert",21.1,4.36,"Yes","13",16.42,4.36,1
"2064","Team 9QB13","Team 9","QB","Kyler Murray",20.2,16.42,"No","13",16.42,4.36,0
"2065","Team 9QB14","Team 9","QB","Justin Herbert",20.6,15.72,"Yes","14",18.46,15.72,1
"2066","Team 9QB14","Team 9","QB","Kyler Murray",20.2,18.46,"No","14",18.46,15.72,0
"2067","Team 9QB2","Team 9","QB","Kyler Murray",20.4,32.14,"Yes","2",32.14,23.46,0
"2068","Team 9QB2","Team 9","QB","Gardner Minshew II",16.1,23.46,"No","2",32.14,23.46,1
"2069","Team 9QB3","Team 9","QB","Kyler Murray",22,21.7,"Yes","3",21.7,9.2,0
"2070","Team 9QB3","Team 9","QB","Gardner Minshew II",19.9,9.2,"No","3",21.7,9.2,1
"2071","Team 9QB4","Team 9","QB","Kyler Murray",21.9,23.12,"Yes","4",23.12,20.94,0
"2072","Team 9QB4","Team 9","QB","Gardner Minshew II",18.6,20.94,"No","4",23.12,20.94,1
"2073","Team 9QB5","Team 9","QB","Kyler Murray",22,26.3,"Yes","5",26.3,19.84,0
"2074","Team 9QB5","Team 9","QB","Gardner Minshew II",19.4,19.84,"No","5",26.3,19.84,1
"2075","Team 9QB6","Team 9","QB","Kyler Murray",23.2,28.92,"Yes","6",28.92,0,0
"2076","Team 9QB6","Team 9","QB","Justin Herbert",0,0,"No","6",28.92,0,1
"2077","Team 9QB7","Team 9","QB","Kyler Murray",23.4,37.1,"Yes","7",38.48,37.1,1
"2078","Team 9QB7","Team 9","QB","Justin Herbert",18.9,38.48,"No","7",38.48,37.1,0
"2079","Team 9QB8","Team 9","QB","Justin Herbert",18.8,21.22,"Yes","8",21.22,0,0
"2080","Team 9QB8","Team 9","QB","Kyler Murray",0,0,"No","8",21.22,0,1
"2081","Team 9QB9","Team 9","QB","Kyler Murray",23.1,37.92,"Yes","9",37.92,23.44,0
"2082","Team 9QB9","Team 9","QB","Justin Herbert",21.9,23.44,"No","9",37.92,23.44,1
"2083","Team 9RB1","Team 9","RB","Cam Akers",10,5.3,"Yes","1",17.6,11.7,1
"2084","Team 9RB1","Team 9","RB","Zack Moss",9.9,11.7,"No","1",17.6,11.7,0
"2085","Team 9RB1","Team 9","RB","Miles Sanders",0,0,"No","1",17.6,11.7,1
"2086","Team 9RB1","Team 9","RB","Aaron Jones",15.3,17.6,"Yes","1",17.6,11.7,0
"2087","Team 9RB10","Team 9","RB","Miles Sanders",18.1,13.5,"Yes","10",14.5,13.5,0
"2088","Team 9RB10","Team 9","RB","Aaron Jones",21.3,14.5,"Yes","10",14.5,13.5,0
