"","unique","Team","Position","Name","Projected","Points","Starter","Week","Largest","SecLargest","BadDecision"
"1268","Team 5WR1","Team 5","WR","Stefon Diggs",13.2,16.6,"Yes","1",33.9,29.1,1
"1269","Team 5WR1","Team 5","WR","Deebo Samuel",0,0,"No","1",33.9,29.1,1
"1270","Team 5WR1","Team 5","WR","DeVante Parker",12.4,8.7,"No","1",33.9,29.1,1
"1271","Team 5WR10","Team 5","WR","Calvin Ridley",0,0,"No","10",25.7,25.3,1
"1272","Team 5WR10","Team 5","WR","DeAndre Hopkins",15.9,25.7,"Yes","10",25.7,25.3,0
"1273","Team 5WR10","Team 5","WR","Stefon Diggs",19.1,25.3,"Yes","10",25.7,25.3,0
"1274","Team 5WR10","Team 5","WR","Jarvis Landry",10.6,5.9,"No","10",25.7,25.3,1
"1275","Team 5WR10","Team 5","WR","DeVante Parker",12.5,5.1,"Yes","10",25.7,25.3,1
"1276","Team 5WR11","Team 5","WR","Calvin Ridley",14.7,14,"Yes","11",18.1,14,0
"1277","Team 5WR11","Team 5","WR","DeAndre Hopkins",20.2,10.1,"Yes","11",18.1,14,1
"1278","Team 5WR11","Team 5","WR","DeVante Parker",13.7,18.1,"No","11",18.1,14,0
"1279","Team 5WR11","Team 5","WR","Stefon Diggs",0,0,"No","11",18.1,14,1
"1280","Team 5WR11","Team 5","WR","Jarvis Landry",11.5,4.6,"No","11",18.1,14,1
"1281","Team 5WR12","Team 5","WR","DeAndre Hopkins",16.7,10.5,"Yes","12",28.3,19.9,1
"1282","Team 5WR12","Team 5","WR","Calvin Ridley",20.3,17,"No","12",28.3,19.9,1
"1283","Team 5WR12","Team 5","WR","Chris Godwin",14.6,17.7,"No","12",28.3,19.9,1
"1284","Team 5WR12","Team 5","WR","Stefon Diggs",20.4,10.9,"Yes","12",28.3,19.9,1
"1285","Team 5WR12","Team 5","WR","Jarvis Landry",11.8,28.3,"No","12",28.3,19.9,0
"1286","Team 5WR12","Team 5","WR","DeVante Parker",16.1,19.9,"No","12",28.3,19.9,0
"1287","Team 5WR13","Team 5","WR","Stefon Diggs",18.2,19.2,"Yes","13",20.44,19.2,0
"1288","Team 5WR13","Team 5","WR","DeAndre Hopkins",15.8,19.2,"Yes","13",20.44,19.2,0
"1289","Team 5WR13","Team 5","WR","Jarvis Landry",13.5,20.44,"No","13",20.44,19.2,0
"1290","Team 5WR13","Team 5","WR","Calvin Ridley",13.9,15.8,"No","13",20.44,19.2,1
"1291","Team 5WR13","Team 5","WR","DeVante Parker",13.9,7.5,"No","13",20.44,19.2,1
"1292","Team 5WR13","Team 5","WR","Chris Godwin",0,0,"No","13",20.44,19.2,1
"1293","Team 5WR14","Team 5","WR","Calvin Ridley",17.4,26.4,"Yes","14",29.1,26.4,0
"1294","Team 5WR14","Team 5","WR","DeAndre Hopkins",16.4,22.6,"No","14",29.1,26.4,1
"1295","Team 5WR14","Team 5","WR","Chris Godwin",15.1,4.5,"No","14",29.1,26.4,1
"1296","Team 5WR14","Team 5","WR","Stefon Diggs",19.2,29.1,"Yes","14",29.1,26.4,0
"1297","Team 5WR14","Team 5","WR","Jarvis Landry",13.8,11.68,"No","14",29.1,26.4,1
"1298","Team 5WR14","Team 5","WR","DeVante Parker",15.2,0,"No","14",29.1,26.4,1
"1299","Team 5WR2","Team 5","WR","Calvin Ridley",14.5,29.9,"Yes","2",29.9,29.3,0
"1300","Team 5WR2","Team 5","WR","DeAndre Hopkins",16.8,20.8,"Yes","2",29.9,29.3,1
"1301","Team 5WR2","Team 5","WR","Julian Edelman",12.8,25.9,"No","2",29.9,29.3,1
"1302","Team 5WR2","Team 5","WR","Stefon Diggs",12.8,29.3,"Yes","2",29.9,29.3,0
"1303","Team 5WR2","Team 5","WR","Deebo Samuel",0,0,"No","2",29.9,29.3,1
"1304","Team 5WR2","Team 5","WR","DeVante Parker",12.1,16.3,"No","2",29.9,29.3,1
"1305","Team 5WR3","Team 5","WR","Calvin Ridley",17.2,16.7,"Yes","3",23.7,16.7,0
"1306","Team 5WR3","Team 5","WR","Julian Edelman",14.8,4.2,"Yes","3",23.7,16.7,1
"1307","Team 5WR3","Team 5","WR","DeAndre Hopkins",18.6,23.7,"Yes","3",23.7,16.7,0
"1308","Team 5WR3","Team 5","WR","Deebo Samuel",0,0,"No","3",23.7,16.7,1
"1309","Team 5WR3","Team 5","WR","DeVante Parker",13.1,11.9,"No","3",23.7,16.7,1
"1310","Team 5WR3","Team 5","WR","Stefon Diggs",13.8,14.9,"No","3",23.7,16.7,1
"1311","Team 5WR4","Team 5","WR","Calvin Ridley",17.7,0,"Yes","4",21,17.5,1
"1312","Team 5WR4","Team 5","WR","DeAndre Hopkins",18.6,11.1,"Yes","4",21,17.5,1
"1313","Team 5WR4","Team 5","WR","Deebo Samuel",9.5,7.5,"No","4",21,17.5,1
"1314","Team 5WR4","Team 5","WR","Julian Edelman",13.2,6.5,"No","4",21,17.5,1
"1315","Team 5WR4","Team 5","WR","Stefon Diggs",15.8,17.5,"Yes","4",21,17.5,0
"1316","Team 5WR4","Team 5","WR","DeVante Parker",14.3,21,"No","4",21,17.5,0
"1317","Team 5WR5","Team 5","WR","DeAndre Hopkins",18.8,25.1,"Yes","5",25.1,21.6,0
"1318","Team 5WR5","Team 5","WR","Calvin Ridley",16.6,21.6,"Yes","5",25.1,21.6,0
"1319","Team 5WR5","Team 5","WR","DeVante Parker",13.8,13,"No","5",25.1,21.6,1
"1320","Team 5WR5","Team 5","WR","Deebo Samuel",12,4.2,"No","5",25.1,21.6,1
"1321","Team 5WR5","Team 5","WR","Julian Edelman",0,0,"No","5",25.1,21.6,1
"1322","Team 5WR5","Team 5","WR","Stefon Diggs",16.1,20.6,"Yes","5",25.1,21.6,1
"1323","Team 5WR6","Team 5","WR","Calvin Ridley",16.3,18.9,"Yes","6",18.9,18,0
"1324","Team 5WR6","Team 5","WR","DeAndre Hopkins",19.9,9.3,"Yes","6",18.9,18,1
"1325","Team 5WR6","Team 5","WR","Deebo Samuel",11.6,18,"No","6",18.9,18,0
"1326","Team 5WR6","Team 5","WR","Julian Edelman",12.4,4.32,"No","6",18.9,18,1
"1327","Team 5WR6","Team 5","WR","Stefon Diggs",16.8,16.6,"Yes","6",18.9,18,1
"1328","Team 5WR6","Team 5","WR","DeVante Parker",12.6,6.5,"No","6",18.9,18,1
"1329","Team 5WR7","Team 5","WR","DeAndre Hopkins",21.1,24.3,"Yes","7",24.3,19.9,0
"1330","Team 5WR7","Team 5","WR","Calvin Ridley",16.2,19.9,"Yes","7",24.3,19.9,0
"1331","Team 5WR7","Team 5","WR","DeVante Parker",0,0,"No","7",24.3,19.9,1
"1332","Team 5WR7","Team 5","WR","Deebo Samuel",12.4,12.2,"No","7",24.3,19.9,1
"1333","Team 5WR7","Team 5","WR","Julian Edelman",10.9,2.3,"No","7",24.3,19.9,1
"1334","Team 5WR7","Team 5","WR","Stefon Diggs",18.4,10.8,"Yes","7",24.3,19.9,1
"1335","Team 5WR8","Team 5","WR","DeAndre Hopkins",0,0,"No","8",15.2,9.2,1
"1336","Team 5WR8","Team 5","WR","Calvin Ridley",15.6,7.2,"Yes","8",15.2,9.2,1
"1337","Team 5WR8","Team 5","WR","Stefon Diggs",15.8,15.2,"Yes","8",15.2,9.2,0
"1338","Team 5WR8","Team 5","WR","DeVante Parker",12,7.3,"No","8",15.2,9.2,1
"1339","Team 5WR8","Team 5","WR","Jarvis Landry",10.3,9.2,"Yes","8",15.2,9.2,0
"1340","Team 5WR9","Team 5","WR","DeAndre Hopkins",18,6,"Yes","9",20.8,12.4,1
"1341","Team 5WR9","Team 5","WR","Stefon Diggs",20.2,20.8,"Yes","9",20.8,12.4,0
"1342","Team 5WR9","Team 5","WR","DeVante Parker",11.8,12.4,"Yes","9",20.8,12.4,0
"1343","Team 5WR9","Team 5","WR","Jarvis Landry",0,0,"No","9",20.8,12.4,1
"1344","Team 5WR9","Team 5","WR","Calvin Ridley",0,0,"No","9",20.8,12.4,1
"1345","Team 6D/ST1","Team 6","D/ST","Colts D/ST",7,6,"Yes","1",6,6,0
"1346","Team 6D/ST10","Team 6","D/ST","Giants D/ST",7.2,4,"Yes","10",4,4,0
"1347","Team 6D/ST11","Team 6","D/ST","Panthers D/ST",5.3,15,"Yes","11",15,15,0
"1348","Team 6D/ST12","Team 6","D/ST","Seahawks D/ST",7.1,11,"Yes","12",11,11,0
"1349","Team 6D/ST13","Team 6","D/ST","Seahawks D/ST",7.6,11,"Yes","13",11,11,0
"1350","Team 6D/ST14","Team 6","D/ST","Seahawks D/ST",8.2,12,"Yes","14",12,12,0
"1351","Team 6D/ST2","Team 6","D/ST","Browns D/ST",7.1,3,"Yes","2",3,3,0
"1352","Team 6D/ST3","Team 6","D/ST","Browns D/ST",8.3,13,"Yes","3",13,13,0
"1353","Team 6D/ST4","Team 6","D/ST","Cardinals D/ST",5.8,-2,"Yes","4",-2,-2,0
"1354","Team 6D/ST5","Team 6","D/ST","Cardinals D/ST",6.8,8,"Yes","5",8,8,0
"1355","Team 6D/ST6","Team 6","D/ST","Cardinals D/ST",5.1,14,"Yes","6",14,14,0
"1356","Team 6D/ST7","Team 6","D/ST","Browns D/ST",6.8,2,"Yes","7",2,2,0
"1357","Team 6D/ST8","Team 6","D/ST","Browns D/ST",5.5,3,"Yes","8",3,3,0
"1358","Team 6D/ST9","Team 6","D/ST","Giants D/ST",6.8,9,"Yes","9",9,9,0
"1359","Team 6K1","Team 6","K","Zane Gonzalez",7.4,6,"Yes","1",6,6,0
"1360","Team 6K10","Team 6","K","Stephen Gostkowski",8.5,6,"Yes","10",6,6,0
"1361","Team 6K11","Team 6","K","Stephen Gostkowski",7.8,12,"Yes","11",12,12,0
"1362","Team 6K12","Team 6","K","Stephen Gostkowski",7.5,10,"Yes","12",10,10,0
"1363","Team 6K13","Team 6","K","Stephen Gostkowski",8,3,"Yes","13",3,3,0
"1364","Team 6K14","Team 6","K","Graham Gano",9.2,1,"Yes","14",1,1,0
"1365","Team 6K2","Team 6","K","Zane Gonzalez",7.8,13,"Yes","2",13,13,0
"1366","Team 6K3","Team 6","K","Zane Gonzalez",8.1,7,"Yes","3",7,7,0
"1367","Team 6K4","Team 6","K","Zane Gonzalez",8,3,"Yes","4",3,3,0
"1368","Team 6K5","Team 6","K","Zane Gonzalez",8.2,7,"Yes","5",7,7,0
"1369","Team 6K6","Team 6","K","Zane Gonzalez",8,8,"Yes","6",8,8,0
"1370","Team 6K7","Team 6","K","Zane Gonzalez",8,15,"Yes","7",15,15,0
"1371","Team 6K8","Team 6","K","Stephen Gostkowski",7.6,1,"Yes","8",1,1,0
"1372","Team 6K9","Team 6","K","Stephen Gostkowski",8.5,7,"Yes","9",7,7,0
"1373","Team 6QB1","Team 6","QB","Tom Brady",18.4,20.46,"Yes","1",20.46,17.36,0
"1374","Team 6QB1","Team 6","QB","Daniel Jones",15,17.36,"No","1",20.46,17.36,1
"1375","Team 6QB10","Team 6","QB","Tom Brady",18.8,31.84,"Yes","10",31.84,12.52,0
"1376","Team 6QB10","Team 6","QB","Joe Burrow",16.6,12.52,"No","10",31.84,12.52,1
"1377","Team 6QB11","Team 6","QB","Joe Burrow",18,11.32,"Yes","11",12.64,11.32,1
"1378","Team 6QB11","Team 6","QB","Tom Brady",17.9,12.64,"No","11",12.64,11.32,0
"1379","Team 6QB12","Team 6","QB","Tom Brady",19.7,21.7,"Yes","12",21.7,18.8,0
"1380","Team 6QB12","Team 6","QB","Carson Wentz",19,18.8,"No","12",21.7,18.8,1
"1381","Team 6QB13","Team 6","QB","Taysom Hill",19.1,23.58,"Yes","13",23.58,0,0
"1382","Team 6QB13","Team 6","QB","Tom Brady",0,0,"No","13",23.58,0,1
"1383","Team 6QB14","Team 6","QB","Tom Brady",19.7,15.64,"Yes","14",18.94,15.64,1
"1384","Team 6QB14","Team 6","QB","Taysom Hill",20,18.94,"No","14",18.94,15.64,0
"1385","Team 6QB2","Team 6","QB","Tom Brady",20.5,8.68,"Yes","2",8.68,7.74,0
"1386","Team 6QB2","Team 6","QB","Daniel Jones",15.1,7.74,"No","2",8.68,7.74,1
"1387","Team 6QB3","Team 6","QB","Joe Burrow",17,20.38,"Yes","3",23.88,20.38,1
"1388","Team 6QB3","Team 6","QB","Tom Brady",16,23.88,"No","3",23.88,20.38,0
"1389","Team 6QB4","Team 6","QB","Joe Burrow",19.3,15.1,"Yes","4",32.46,15.1,1
"1390","Team 6QB4","Team 6","QB","Tom Brady",16.3,32.46,"No","4",32.46,15.1,0
"1391","Team 6QB5","Team 6","QB","Tom Brady",18,14.12,"Yes","5",14.12,4.32,0
"1392","Team 6QB5","Team 6","QB","Joe Burrow",16.9,4.32,"No","5",14.12,4.32,1
"1393","Team 6QB6","Team 6","QB","Tom Brady",20.5,14.64,"Yes","6",16.72,14.64,1
"1394","Team 6QB6","Team 6","QB","Joe Burrow",14.2,16.72,"No","6",16.72,14.64,0
"1395","Team 6QB7","Team 6","QB","Tom Brady",20.2,36.86,"Yes","7",36.86,33.64,0
"1396","Team 6QB7","Team 6","QB","Joe Burrow",17.7,33.64,"No","7",36.86,33.64,1
"1397","Team 6QB8","Team 6","QB","Tom Brady",19.3,19.06,"Yes","8",19.06,18.86,0
"1398","Team 6QB8","Team 6","QB","Joe Burrow",19,18.86,"No","8",19.06,18.86,1
"1399","Team 6QB9","Team 6","QB","Tom Brady",21.9,2.36,"Yes","9",2.36,0,0
"1400","Team 6QB9","Team 6","QB","Joe Burrow",0,0,"No","9",2.36,0,1
"1401","Team 6RB1","Team 6","RB","Dalvin Cook",21.1,21.8,"Yes","1",25.1,21.8,0
"1402","Team 6RB1","Team 6","RB","James Conner",16.2,3.7,"Yes","1",25.1,21.8,1
"1403","Team 6RB1","Team 6","RB","Raheem Mostert",10.8,25.1,"No","1",25.1,21.8,0
"1404","Team 6RB1","Team 6","RB","Antonio Gibson",12.4,6.4,"No","1",25.1,21.8,1
"1405","Team 6RB10","Team 6","RB","Melvin Gordon III",12.8,4.6,"Yes","10",6.8,4.6,0
"1406","Team 6RB10","Team 6","RB","Tevin Coleman",0,0,"No","10",6.8,4.6,1
"1407","Team 6RB10","Team 6","RB","James Conner",17.6,6.8,"Yes","10",6.8,4.6,0
"1408","Team 6RB10","Team 6","RB","Raheem Mostert",0,0,"No","10",6.8,4.6,1
"1409","Team 6RB11","Team 6","RB","James Conner",14.9,12.9,"Yes","11",18.4,12.9,0
"1410","Team 6RB11","Team 6","RB","Nyheim Hines",12.4,8.3,"No","11",18.4,12.9,1
"1411","Team 6RB11","Team 6","RB","Raheem Mostert",0,0,"No","11",18.4,12.9,1
"1412","Team 6RB11","Team 6","RB","Melvin Gordon III",12.3,18.4,"Yes","11",18.4,12.9,0
"1413","Team 6RB12","Team 6","RB","Nyheim Hines",16,17.5,"Yes","12",17.5,10.3,0
"1414","Team 6RB12","Team 6","RB","Raheem Mostert",12.9,10.3,"No","12",17.5,10.3,0
"1415","Team 6RB12","Team 6","RB","Melvin Gordon III",9.2,3.1,"No","12",17.5,10.3,1
"1416","Team 6RB12","Team 6","RB","James Conner",0,0,"No","12",17.5,10.3,1
"1417","Team 6RB12","Team 6","RB","Giovani Bernard",13.8,6.9,"Yes","12",17.5,10.3,1
"1418","Team 6RB13","Team 6","RB","Raheem Mostert",15.9,5.3,"Yes","13",15.2,12.2,1
"1419","Team 6RB13","Team 6","RB","Giovani Bernard",12.6,4.9,"Yes","13",15.2,12.2,1
"1420","Team 6RB13","Team 6","RB","Melvin Gordon III",10.3,15.2,"No","13",15.2,12.2,0
"1421","Team 6RB13","Team 6","RB","James Conner",0,0,"No","13",15.2,12.2,1
"1422","Team 6RB13","Team 6","RB","Nyheim Hines",12.1,12.2,"No","13",15.2,12.2,0
"1423","Team 6RB14","Team 6","RB","James Conner",12.4,1.8,"Yes","14",12.1,11.5,1
"1424","Team 6RB14","Team 6","RB","Giovani Bernard",13.1,3.3,"Yes","14",12.1,11.5,1
"1425","Team 6RB14","Team 6","RB","Melvin Gordon III",10.8,12.1,"No","14",12.1,11.5,0
"1426","Team 6RB14","Team 6","RB","Raheem Mostert",12.3,9,"No","14",12.1,11.5,1
"1427","Team 6RB14","Team 6","RB","Nyheim Hines",12.5,11.5,"No","14",12.1,11.5,0
"1428","Team 6RB2","Team 6","RB","James Conner",13.8,20.1,"Yes","2",20.1,18.7,0
"1429","Team 6RB2","Team 6","RB","Nyheim Hines",10.5,1.4,"No","2",20.1,18.7,1
"1430","Team 6RB2","Team 6","RB","Raheem Mostert",14.6,18.7,"Yes","2",20.1,18.7,0
"1431","Team 6RB2","Team 6","RB","Dalvin Cook",18.7,17.1,"Yes","2",20.1,18.7,1
"1432","Team 6RB3","Team 6","RB","James Conner",16.3,24.9,"Yes","3",25.9,24.9,0
"1433","Team 6RB3","Team 6","RB","Raheem Mostert",0,0,"No","3",25.9,24.9,1
"1434","Team 6RB3","Team 6","RB","Nyheim Hines",8.4,10.1,"Yes","3",25.9,24.9,1
"1435","Team 6RB3","Team 6","RB","Dalvin Cook",19.2,25.9,"Yes","3",25.9,24.9,0
"1436","Team 6RB4","Team 6","RB","Melvin Gordon III",15.5,25.8,"Yes","4",25.8,6.2,0
"1437","Team 6RB4","Team 6","RB","Raheem Mostert",0,0,"No","4",25.8,6.2,1
"1438","Team 6RB4","Team 6","RB","James Conner",0,0,"No","4",25.8,6.2,1
"1439","Team 6RB4","Team 6","RB","Nyheim Hines",10.4,6.2,"Yes","4",25.8,6.2,0
"1440","Team 6RB5","Team 6","RB","Raheem Mostert",14.3,14.9,"Yes","5",15.3,14.9,0
"1441","Team 6RB5","Team 6","RB","Melvin Gordon III",0,0,"No","5",15.3,14.9,1
"1442","Team 6RB5","Team 6","RB","Nyheim Hines",11.1,5,"No","5",15.3,14.9,1
"1443","Team 6RB5","Team 6","RB","James Conner",15.8,15.3,"Yes","5",15.3,14.9,0
"1444","Team 6RB6","Team 6","RB","Raheem Mostert",14.7,9.6,"Yes","6",17.2,9.6,0
"1445","Team 6RB6","Team 6","RB","Nyheim Hines",9.3,7.7,"No","6",17.2,9.6,1
"1446","Team 6RB6","Team 6","RB","James Conner",16.7,17.2,"Yes","6",17.2,9.6,0
"1447","Team 6RB6","Team 6","RB","Melvin Gordon III",0,0,"No","6",17.2,9.6,1
"1448","Team 6RB7","Team 6","RB","Melvin Gordon III",11.7,12,"Yes","7",14.1,12,0
"1449","Team 6RB7","Team 6","RB","Nyheim Hines",0,0,"No","7",14.1,12,1
"1450","Team 6RB7","Team 6","RB","James Conner",17.3,14.1,"Yes","7",14.1,12,0
"1451","Team 6RB7","Team 6","RB","Raheem Mostert",0,0,"No","7",14.1,12,1
"1452","Team 6RB8","Team 6","RB","James Conner",16.5,15,"Yes","8",21.2,15,0
"1453","Team 6RB8","Team 6","RB","Melvin Gordon III",12.8,10.7,"Yes","8",21.2,15,1
"1454","Team 6RB8","Team 6","RB","Nyheim Hines",9.4,21.2,"No","8",21.2,15,0
"1455","Team 6RB8","Team 6","RB","Raheem Mostert",0,0,"No","8",21.2,15,1
"1456","Team 6RB9","Team 6","RB","James Conner",19.8,4,"Yes","9",5.8,4,0
"1457","Team 6RB9","Team 6","RB","Melvin Gordon III",13.4,3.7,"Yes","9",5.8,4,1
"1458","Team 6RB9","Team 6","RB","Raheem Mostert",0,0,"No","9",5.8,4,1
"1459","Team 6RB9","Team 6","RB","Nyheim Hines",10,5.8,"No","9",5.8,4,0
"1460","Team 6TE1","Team 6","TE","Hayden Hurst",8.9,6.8,"No","1",9.3,6.8,1
"1461","Team 6TE1","Team 6","TE","George Kittle",16,9.3,"Yes","1",9.3,6.8,0
"1462","Team 6TE10","Team 6","TE","Hayden Hurst",0,0,"No","10",5.8,0,1
"1463","Team 6TE10","Team 6","TE","Eric Ebron",8.9,5.8,"Yes","10",5.8,0,0
"1464","Team 6TE11","Team 6","TE","Hayden Hurst",10.6,0,"Yes","11",13.6,0,1
"1465","Team 6TE11","Team 6","TE","Eric Ebron",9.4,13.6,"No","11",13.6,0,0
"1466","Team 6TE12","Team 6","TE","Hayden Hurst",10.1,8.8,"No","12",12.4,8.8,1
"1467","Team 6TE12","Team 6","TE","Eric Ebron",9.4,12.4,"Yes","12",12.4,8.8,0
"1468","Team 6TE13","Team 6","TE","Eric Ebron",10.5,13.8,"Yes","13",13.8,1.9,0
"1469","Team 6TE13","Team 6","TE","Hayden Hurst",9.2,1.9,"No","13",13.8,1.9,1
"1470","Team 6TE14","Team 6","TE","Hayden Hurst",9.5,1.7,"No","14",7,1.7,1
"1471","Team 6TE14","Team 6","TE","Eric Ebron",12.4,7,"Yes","14",7,1.7,0
"1472","Team 6TE2","Team 6","TE","Hayden Hurst",9,18.2,"Yes","2",18.2,0,0
"1473","Team 6TE2","Team 6","TE","George Kittle",0,0,"No","2",18.2,0,1
"1474","Team 6TE3","Team 6","TE","Hayden Hurst",11.2,7.1,"Yes","3",7.1,0,0
"1475","Team 6TE3","Team 6","TE","George Kittle",0,0,"No","3",7.1,0,1
"1476","Team 6TE4","Team 6","TE","Hayden Hurst",10.3,9.1,"No","4",40.1,9.1,1
"1477","Team 6TE4","Team 6","TE","George Kittle",15.5,40.1,"Yes","4",40.1,9.1,0
"1478","Team 6TE5","Team 6","TE","George Kittle",17.2,8.4,"Yes","5",8.4,2.8,0
"1479","Team 6TE5","Team 6","TE","Hayden Hurst",10,2.8,"No","5",8.4,2.8,1
"1480","Team 6TE6","Team 6","TE","George Kittle",14.7,23.9,"Yes","6",23.9,15.7,0
"1481","Team 6TE6","Team 6","TE","Hayden Hurst",10.1,15.7,"No","6",23.9,15.7,1
"1482","Team 6TE7","Team 6","TE","George Kittle",14.9,10.5,"Yes","7",12.8,10.5,1
"1483","Team 6TE7","Team 6","TE","Hayden Hurst",8.7,12.8,"No","7",12.8,10.5,0
"1484","Team 6TE8","Team 6","TE","George Kittle",20.1,5.9,"Yes","8",10.4,5.9,1
"1485","Team 6TE8","Team 6","TE","Hayden Hurst",9.6,10.4,"No","8",10.4,5.9,0
"1486","Team 6TE9","Team 6","TE","Eric Ebron",10,11.2,"No","9",13.2,11.2,1
"1487","Team 6TE9","Team 6","TE","Hayden Hurst",10,13.2,"Yes","9",13.2,11.2,0
"1488","Team 6WR1","Team 6","WR","A.J. Brown",13.7,8.9,"Yes","1",24.7,24.5,1
"1489","Team 6WR1","Team 6","WR","DK Metcalf",13.1,19.5,"Yes","1",24.7,24.5,1
"1490","Team 6WR1","Team 6","WR","Julio Jones",16.4,24.7,"Yes","1",24.7,24.5,0
"1491","Team 6WR1","Team 6","WR","Preston Williams",10.7,6.1,"No","1",24.7,24.5,1
"1492","Team 6WR1","Team 6","WR","Jamison Crowder",12,24.5,"No","1",24.7,24.5,0
"1493","Team 6WR1","Team 6","WR","Justin Jefferson",6.1,4.6,"No","1",24.7,24.5,1
"1494","Team 6WR10","Team 6","WR","Chase Claypool",13.5,21.3,"Yes","10",21.5,21.3,0
"1495","Team 6WR10","Team 6","WR","Chris Godwin",13.7,15.2,"Yes","10",21.5,21.3,1
"1496","Team 6WR10","Team 6","WR","Justin Jefferson",12.2,21.5,"No","10",21.5,21.3,0
"1497","Team 6WR10","Team 6","WR","Julio Jones",0,0,"No","10",21.5,21.3,1
"1498","Team 6WR10","Team 6","WR","A.J. Brown",14.5,3.1,"Yes","10",21.5,21.3,1
"1499","Team 6WR10","Team 6","WR","CeeDee Lamb",0,0,"No","10",21.5,21.3,1
"1500","Team 6WR11","Team 6","WR","Chase Claypool",16.5,15.9,"Yes","11",18.3,17.6,1
"1501","Team 6WR11","Team 6","WR","Julio Jones",18.2,5.9,"Yes","11",18.3,17.6,1
"1502","Team 6WR11","Team 6","WR","Chris Godwin",13.2,18.3,"No","11",18.3,17.6,0
"1503","Team 6WR11","Team 6","WR","CeeDee Lamb",11,16.6,"No","11",18.3,17.6,1
"1504","Team 6WR11","Team 6","WR","A.J. Brown",13.6,16.2,"Yes","11",18.3,17.6,1
"1505","Team 6WR11","Team 6","WR","Justin Jefferson",12.9,17.6,"No","11",18.3,17.6,0
"1506","Team 6WR12","Team 6","WR","Justin Jefferson",15.4,26,"Yes","12",26,25.8,0
"1507","Team 6WR12","Team 6","WR","Julio Jones",0,0,"No","12",26,25.8,1
"1508","Team 6WR12","Team 6","WR","Chase Claypool",13.7,11.2,"Yes","12",26,25.8,1
"1509","Team 6WR12","Team 6","WR","A.J. Brown",13.3,25.8,"Yes","12",26,25.8,0
"1510","Team 6WR12","Team 6","WR","CeeDee Lamb",10.8,7.1,"No","12",26,25.8,1
"1511","Team 6WR13","Team 6","WR","A.J. Brown",13.9,10.7,"Yes","13",27.3,15.4,1
"1512","Team 6WR13","Team 6","WR","Justin Jefferson",14.4,27.3,"Yes","13",27.3,15.4,0
"1513","Team 6WR13","Team 6","WR","CeeDee Lamb",11.2,10.6,"No","13",27.3,15.4,1
"1514","Team 6WR13","Team 6","WR","Chase Claypool",13.5,5.8,"No","13",27.3,15.4,1
"1515","Team 6WR13","Team 6","WR","Julio Jones",16.8,15.4,"Yes","13",27.3,15.4,0
"1516","Team 6WR14","Team 6","WR","Julio Jones",0,0,"No","14",24.2,9.9,1
"1517","Team 6WR14","Team 6","WR","Justin Jefferson",16.4,9.9,"Yes","14",24.2,9.9,0
"1518","Team 6WR14","Team 6","WR","Chase Claypool",12.8,4.5,"Yes","14",24.2,9.9,1
"1519","Team 6WR14","Team 6","WR","CeeDee Lamb",11,8.1,"No","14",24.2,9.9,1
"1520","Team 6WR14","Team 6","WR","A.J. Brown",14.9,24.2,"Yes","14",24.2,9.9,0
"1521","Team 6WR2","Team 6","WR","DK Metcalf",11.6,19.2,"Yes","2",19.2,7.4,0
"1522","Team 6WR2","Team 6","WR","Justin Jefferson",7.7,7.4,"No","2",19.2,7.4,0
"1523","Team 6WR2","Team 6","WR","Julio Jones",18,4.4,"Yes","2",19.2,7.4,1
"1524","Team 6WR2","Team 6","WR","Preston Williams",10.9,5.6,"No","2",19.2,7.4,1
"1525","Team 6WR2","Team 6","WR","Jamison Crowder",0,0,"No","2",19.2,7.4,1
"1526","Team 6WR2","Team 6","WR","A.J. Brown",0,0,"No","2",19.2,7.4,1
"1527","Team 6WR3","Team 6","WR","DK Metcalf",14.8,19,"Yes","3",30.5,19,0
"1528","Team 6WR3","Team 6","WR","Preston Williams",10.5,8.7,"No","3",30.5,19,1
"1529","Team 6WR3","Team 6","WR","Julio Jones",0,0,"Yes","3",30.5,19,1
"1530","Team 6WR3","Team 6","WR","Jamison Crowder",0,0,"No","3",30.5,19,1
"1531","Team 6WR3","Team 6","WR","Justin Jefferson",6.6,30.5,"No","3",30.5,19,0
"1532","Team 6WR3","Team 6","WR","A.J. Brown",0,0,"No","3",30.5,19,1
"1533","Team 6WR4","Team 6","WR","CeeDee Lamb",10.5,25.2,"Yes","4",25.2,14.3,0
"1534","Team 6WR4","Team 6","WR","A.J. Brown",0,0,"No","4",25.2,14.3,1
"1535","Team 6WR4","Team 6","WR","Julio Jones",17.4,7.2,"Yes","4",25.2,14.3,1
"1536","Team 6WR4","Team 6","WR","Preston Williams",9.7,4.5,"No","4",25.2,14.3,1
"1537","Team 6WR4","Team 6","WR","Chris Godwin",0,0,"No","4",25.2,14.3,1
"1538","Team 6WR4","Team 6","WR","Justin Jefferson",10.5,14.3,"Yes","4",25.2,14.3,0
"1539","Team 6WR5","Team 6","WR","Justin Jefferson",12.6,5.3,"Yes","5",21.2,20.6,1
"1540","Team 6WR5","Team 6","WR","A.J. Brown",12.8,21.2,"Yes","5",21.2,20.6,0
"1541","Team 6WR5","Team 6","WR","CeeDee Lamb",11.3,20.4,"Yes","5",21.2,20.6,1
